tconst,directors,writers
tt0037865,nm0821472,"nm0842485,nm0930082"
tt0037885,nm0226189,"nm0709446,nm0557398"
tt0037913,nm0002031,"nm0532030,nm0128906,nm0001203,nm0344391,nm0540816,nm0682787,nm0877957,nm0928603,nm0932163"
tt0037939,nm0946391,"nm0367060,nm0335471,nm0430578,nm0277333,nm0012148,nm0115669"
tt0037988,nm0506797,"nm0506797,nm0928492"
tt0038000,nm0202681,"nm0540816,nm0097286,nm0125300,nm0202681"
tt0038057,nm0000485,"nm0478579,nm0610207,nm0629580"
tt0038107,nm0719756,"nm0124947,nm0675081,nm0719756,nm0001203,nm0425913"
tt0038120,nm0920074,"nm0040852,nm0256880,nm0829029,nm0071025,nm0494435,nm0701505"
tt0038213,nm0307819,"nm0576046,nm0397022,nm0202627"
tt0038238,nm0002190,"nm0711905,nm0344645,nm0792553,nm0699875"
tt0038348,"nm0168413,nm0167496","nm0168413,nm0207305"
tt0038355,nm0001328,"nm0001203,nm0102824,nm0299154,nm0151452"
tt0038387,nm0946391,"nm0108579,nm0916956,nm0044831"
tt0038559,nm0896533,"nm0254154,nm0252100,nm0663763,nm0372942"
tt0038577,nm0319148,"nm0104447,nm0319148,nm0345965"
tt0038589,nm0796645,"nm0069410,nm0193466,nm0186355,nm0641199,nm0710723,nm0887858,nm0011343,nm0341178,nm0710299"
tt0038650,nm0001008,"nm0329304,nm0352443,nm0001008,nm0842485,nm0827821,nm0933858"
tt0038700,nm0103975,"nm0316807,nm0059555"
tt0038733,"nm0003836,nm0696247","nm0003836,nm0696247"
tt0038762,"nm0000406,nm0045800","nm0257143,nm0588003,nm0375500,nm0482193"
tt0038787,nm0000033,"nm0372942,nm0000033,nm0285218,nm0644048"
tt0038823,nm0744023,"nm0024847,nm0000019,nm0542843,nm0656496,nm0370883,nm0744023,nm0311931,nm0695390"
tt0038824,nm0245213,"nm0816458,nm0245213,nm0799442"
tt0038854,nm0307819,"nm0750822,nm0124002,nm0128906"
tt0038890,nm0744023,"nm0024847,nm0000019,nm0744023,nm0175924,nm17357165,nm17357166"
tt0038913,nm0001120,"nm0024847,nm0290000,nm0899170,nm0953790"
tt0038934,nm0946391,"nm0108579,nm0044831"
tt0038948,nm0629580,"nm0629580,nm0461594,nm0565242,nm0448566,nm0652314"
tt0038965,nm0000581,"nm0227481,nm0000581,nm0833448,nm0097286,nm0560857"
tt0038969,"nm0287836,nm0414144","nm0721468,nm0335577,nm0710683,nm0364873,nm0670328,nm0942723,nm0821707"
tt0038975,nm0802563,"nm0227571,nm0924781"
tt0038991,nm0000080,"nm0892044,nm0873193,nm0242938,nm0000080,nm0001379"
tt0039074,nm0003226,"nm0475149,nm0406808"
tt0039090,nm0000041,"nm0386750,nm0000041,nm0559700"
tt0039101,nm0595804,"nm0938288,nm0948634"
tt0039208,nm0001415,"nm0614645,nm0653617"
tt0039224,nm0202088,"nm0112218,nm0666377"
tt0039286,nm0229424,"nm0668122,nm0112218"
tt0039302,nm0202681,"nm0202681,nm0328959"
tt0039305,nm0188669,"nm0308177,nm0279795,nm0729694,nm0010987,nm0081126"
tt0039370,nm0693281,"nm0729694,nm0449755,nm0943362"
tt0039416,nm0001415,"nm0387740,nm0366454,nm0001415"
tt0039420,nm0000581,"nm0242897,nm0225283"
tt0039502,nm0215877,"nm0293388,nm0461113,nm0507265,nm0826873,nm0548993"
tt0039536,nm0368871,"nm0372942,nm0496468,nm0513787,nm0242897"
tt0039563,nm0239069,"nm0060576,nm0075911,nm0735096"
tt0039566,nm0002031,"nm0206325,nm0829330,nm0512231,nm0189496"
tt0039628,nm0780833,"nm0780833,nm0204016"
tt0039631,nm0000122,"nm0000122,nm0000080"
tt0039651,nm0654868,"nm0407456,nm0654868"
tt0039661,nm0332539,"nm0299154,nm0340343"
tt0039666,nm0792605,"nm0621783,nm0916987,nm0811770"
tt0039668,nm0735879,"nm0327921,nm0735879,nm0211993"
tt0039676,nm0001928,nm0001907
tt0039677,nm0715346,"nm0337837,nm0792670"
tt0039689,nm0869664,"nm0537784,nm0128906,nm0272045"
tt0039725,nm0076779,"nm0724337,nm0532030,nm0918061"
tt0039737,nm0909825,nm0124002
tt0039768,nm0599910,"nm0372942,nm0496468,nm0400568,nm0365661"
tt0039822,nm0578483,"nm0893736,nm0578483"
tt0039895,nm0146709,"nm0118914,nm0486538"
tt0039941,nm0002031,"nm0532030,nm0580648,nm0035655"
tt0039973,nm0330456,"nm0101115,nm0589616,nm0475823"
tt0040064,nm0000406,"nm0821716,nm0637793,nm0477437,nm0622251"
tt0040068,"nm0059106,nm0487237","nm0498738,nm0727411,nm0335471,nm0791217,nm0831290"
tt0040308,nm0910199,"nm0791084,nm0329304,nm0352443,nm0093397"
tt0040321,nm0718321,"nm0665875,nm0323869"
tt0040338,nm0715346,"nm0001294,nm0832593,nm0854789"
tt0040369,nm0000406,"nm0637793,nm0068650"
tt0040427,"nm0921288,nm0542649","nm0383421,nm0928108,nm0261400"
tt0040495,nm0624535,"nm0902121,nm0898573,nm0364668"
tt0040506,nm0001379,"nm0112218,nm0001379,nm0027173"
tt0040522,nm0001120,"nm0953790,nm0059030,nm0080755,nm0147599,nm0001120,nm0290000,nm0315657,nm0346291"
tt0040525,nm0000080,"nm0455271,nm0000080,nm0145336,nm0496468,nm0548529"
tt0040536,nm0649097,"nm0462321,nm0959003,nm0649097"
tt0040558,nm0000080,"nm0000636,nm0000080"
tt0040613,nm0693281,"nm0388233,nm0659085,nm0291035"
tt0040626,nm0552058,nm0552058
tt0040643,nm0268513,"nm0528530,nm0490206,nm0409997"
tt0040662,nm0000180,"nm0002042,nm0000180,nm0371552,nm0001907,nm0909727"
tt0040705,nm0226189,"nm0622251,nm0651585,nm0076665,nm0073394,nm0006388,nm0372942"
tt0040723,nm0542649,"nm0040852,nm0383421,nm0035615,nm0039022"
tt0040724,"nm0001328,nm0744504","nm0153698,nm0773660"
tt0040725,"nm0003836,nm0696247","nm0026153,nm0696247,nm0935773,nm0003836"
tt0040737,nm0211459,"nm0211459,nm0515491,nm0699750,nm0959617,nm0615889,nm0673773,nm0598101,nm0598102"
tt0040795,nm0485943,"nm0378540,nm0202600"
tt0040843,nm0445033,"nm0166027,nm0257143"
tt0040866,nm0899581,"nm0682881,nm0894015,nm0899581"
tt0040872,nm0712947,"nm0773660,nm0712947,nm0026660"
tt0040876,nm0796645,"nm0241416,nm0034124"
tt0040897,nm0001379,"nm0001379,nm0871252"
tt0040970,nm0002190,"nm0711905,nm0344645"
tt0041088,nm0003593,"nm0724307,nm0949418"
tt0041113,nm0744035,"nm0913014,nm0744035"
tt0041268,nm0802563,"nm0297190,nm0870511,nm0101115"
tt0041386,nm0896542,nm0709446
tt0041445,nm0792605,"nm0532030,nm0665875"
tt0041460,nm0229424,nm0178785
tt0041473,nm0366942,"nm0501973,nm0915873"
tt0041487,nm0000581,"nm0948634,nm0917783,nm0000581"
tt0041507,nm0502752,"nm0352443,nm0329304,nm0868974,nm0710723,nm0529450,nm0000036"
tt0041513,nm0113284,"nm0534693,nm0001203"
tt0041546,nm0357607,"nm0395170,nm0357607,nm0226538,nm0593867"
tt0041694,nm0500552,"nm0072639,nm0877957,nm0409997,nm0500552"
tt0041699,nm0000041,"nm0452878,nm0000041"
tt0041716,"nm0002045,nm0000037","nm0337582,nm0173679,nm0730385"
tt0041746,"nm0001415,nm0000406","nm0838865,nm0242897,nm0629580,nm0001415,nm5234602"
tt0041786,nm0649097,"nm0308594,nm0812026,nm0227571,nm0448839,nm0390357"
tt0041841,nm0245385,"nm0113689,nm0335455"
tt0041859,nm0936404,"nm0169883,nm0545309"
tt0041928,nm0939992,"nm0607487,nm0873613,nm0920216"
tt0041954,nm0077587,"nm0729694,nm0460029,nm0077587"
tt0041996,nm0454771,"nm0058905,nm0493446,nm0454771"
tt0042041,nm0909825,"nm0324578,nm0730850,nm0446132"
tt0042046,nm0005898,"nm0227571,nm0409997"
tt0042192,nm0000581,"nm0000581,nm0650581"
tt0042209,nm0907779,"nm0020104,nm0277943"
tt0042210,"nm0423329,nm0077587,nm0332531,nm0924065","nm0172559,nm0423329,nm0460029,nm0460130,nm0463430,nm0491048,nm0854502,nm0923941"
tt0042235,nm0163229,"nm0163229,nm0757415"
tt0042286,nm0202681,"nm0036433,nm0540816,nm0087581"
tt0042296,nm0188669,"nm0446132,nm0774441"
tt0042369,nm0005789,"nm0745866,nm0338707"
tt0042395,nm0542649,nm0873613
tt0042436,nm0578483,"nm0168413,nm0578483"
tt0042451,nm0591486,"nm0329304,nm0352443,nm0834117"
tt0042490,nm0542649,"nm0773660,nm0124002"
tt0042546,nm0467396,"nm0153808,nm0110958,nm0175333"
tt0042648,nm0235066,"nm0113689,nm0566752"
tt0042742,nm0332539,"nm0728307,nm0571306"
tt0042788,nm0202088,"nm0252100,nm0449946,nm0218778,nm0915252"
tt0042792,nm0000581,"nm0000581,nm0760488,nm0948634"
tt0042876,nm0000041,"nm0015611,nm0000041,nm0368074"
tt0042898,nm0670874,"nm0492692,nm0670874"
tt0042906,nm0649097,"nm0774217,nm0622148,nm0649097"
tt0042958,nm0000041,"nm0452878,nm0000041"
tt0042994,nm0000033,"nm0177336,nm0720904,nm0421862,nm0108833,nm0532030"
tt0043014,nm0000697,"nm0102818,nm0000697,nm0551261"
tt0043041,nm0624535,"nm0425913,nm0445201"
tt0043137,nm0542649,"nm0724307,nm0153698,nm0482193"
tt0043278,nm0591486,nm0503585
tt0043286,nm0113284,"nm0455510,nm0920216,nm0174823"
tt0043332,nm0899581,"nm0953790,nm0147599,nm0742940,nm0899581"
tt0043338,nm0000697,"nm0000697,nm0760488,nm0628305,nm0221528"
tt0043379,nm0909825,"nm0324578,nm0730850,nm0533418,nm0286163"
tt0043435,"nm0663577,nm0694090","nm0101115,nm0128332"
tt0043456,nm0936404,"nm0636002,nm0060915"
tt0043459,nm0514822,"nm0896830,nm0397822,nm0738366,nm0958454"
tt0043476,nm0191899,"nm0789520,nm0744576,nm0542332,nm0186355"
tt0043545,nm0782947,"nm0833949,nm0866238"
tt0043614,nm0000041,"nm0234502,nm0386750,nm0000041"
tt0043757,nm0627864,"nm0484479,nm0949363,nm0359034"
tt0043769,nm0099589,"nm0021504,nm0001907"
tt0043873,nm0802862,"nm0254754,nm0692108"
tt0043879,"nm0712947,nm0526946","nm0080135,nm0712947,nm0124926"
tt0043895,nm0470932,"nm0090205,nm0401398"
tt0043910,nm0076779,"nm0543243,nm0076779"
tt0043918,nm0245213,"nm0345363,nm0245213,nm0054748,nm0080755"
tt0043927,nm0347589,nm0347589
tt0043938,nm0521334,"nm0124947,nm0858329,nm0928915,nm0874308"
tt0043959,nm0368871,nm0629580
tt0044000,nm0000019,"nm0000774,nm0000019,nm0684083,nm0280919"
tt0044008,nm0221423,"nm0002042,nm0486538"
tt0044091,nm0794793,"nm0561804,nm0255323,nm0795975,nm0796950"
tt0044314,nm0000581,"nm0933858,nm0610559,nm0000581"
tt0044320,nm0006943,"nm0227481,nm0335471"
tt0044357,nm0695937,"nm0637793,nm0587743,nm0259838,nm0372942"
tt0044406,nm0064415,"nm0752878,nm0792311,nm0786545"
tt0044418,nm0524995,"nm0070948,nm0335455,nm0257669,nm0852338,nm0680474,nm1260004"
tt0044420,nm0270765,"nm0878605,nm0916139,nm0247252"
tt0044533,nm0112218,nm0112218
tt0044602,nm0160108,"nm0923941,nm0266364,nm0160108,nm0419986"
tt0044716,nm0641007,"nm0344645,nm0115097"
tt0044741,nm0000041,"nm0000041,nm0368074,nm0644823"
tt0044750,nm0337586,"nm0809731,nm0776456"
tt0044762,nm0946391,"nm0193466,nm0182600"
tt0044860,"nm0712947,nm0663577","nm0566752,nm0234228,nm0822827,nm0370883,nm0813584,nm0907003"
tt0044926,nm0001379,"nm0478761,nm0892044,nm0001379"
tt0044937,nm0467396,"nm0425913,nm0238898"
tt0044982,nm0654868,"nm0633792,nm0654868"
tt0045009,nm0002087,nm0002087
tt0045073,nm0395105,"nm0049721,nm0892044,nm0387501"
tt0045102,nm0851537,"nm0741439,nm0789520,nm0741249"
tt0045112,nm0003226,"nm0407294,nm0003226,nm0406808"
tt0045125,nm0796645,"nm0587697,nm0296207,nm0754581,nm0421255,nm0933133"
tt0045161,nm0229424,"nm0113689,nm0030018,nm0030019"
tt0045201,nm0187769,"nm0565251,nm0926525"
tt0045205,nm0588183,"nm0168829,nm0809731,nm0792720,nm0001076"
tt0045251,nm0000080,"nm0000636,nm0000080,nm0755068"
tt0045274,nm0001120,nm0953790
tt0045465,nm0439597,"nm0809731,nm0958424,nm0439597,nm0668361"
tt0045492,nm0802862,"nm0344631,nm0088161,nm0442456,nm0109539"
tt0045518,nm0912766,"nm0912766,nm0122446"
tt0045537,nm0591486,"nm0173679,nm0337582,nm0181658,nm0503585"
tt0045551,nm0916271,nm0080135
tt0045554,nm0305557,"nm0054219,nm0305557,nm0586263"
tt0045555,nm0000485,"nm0091213,nm0569423"
tt0045693,nm0746950,"nm0006005,nm0536819,nm0611531"
tt0045793,nm0003593,"nm0850168,nm0428296"
tt0045810,nm0001328,"nm0496468,nm0276284,nm0002616"
tt0045814,nm0003226,"nm0442736,nm0406808"
tt0045826,nm0000248,nm0000248
tt0045848,nm0000005,nm0000005
tt0045883,nm0268513,"nm0335455,nm0478263"
tt0045897,nm0000033,"nm0846068,nm0033780,nm0030786"
tt0045911,nm0001928,nm0168356
tt0045943,nm0000581,"nm0000636,nm0000581"
tt0046004,"nm0039107,nm0257129,nm0649907","nm0039107,nm0257129,nm0649907"
tt0046008,nm0019282,"nm0019282,nm0382548,nm0780799,nm0595654"
tt0046031,nm0715346,"nm0475823,nm0248161,nm0512933"
tt0046040,nm0001415,"nm0792845,nm0665513"
tt0046183,"nm0314671,nm0414144,nm0527217,nm0455741","nm0057381,nm0780799,nm0672093,nm0670328,nm0382548,nm0727370,nm0052520,nm0942723,nm0183183,nm0159767"
tt0046248,nm0875973,nm0649560
tt0046264,nm0699693,"nm0410725,nm0006253"
tt0046303,nm0828419,"nm0349238,nm0792042,nm0769627"
tt0046375,nm0211964,"nm0303930,nm0192356"
tt0046446,nm0910199,"nm0371088,nm0527331,nm0943782"
tt0046451,nm0065442,"nm0800631,nm0065442,nm0341071"
tt0046511,nm0744023,"nm0104329,nm0744023,nm0171372,nm0682881"
tt0046672,nm0281507,"nm0271641,nm0894523"
tt0046750,nm0621540,"nm0370615,nm0849068,nm0406841"
tt0046757,nm0374702,"nm0671766,nm0399517"
tt0046816,nm0229424,"nm0731592,nm0087581,nm0941883"
tt0046874,nm0780833,"nm0644048,nm0780833"
tt0046878,nm0211964,"nm0928108,nm0330024,nm0941556,nm0370152,nm0370252"
tt0046912,nm0000033,nm0461425
tt0046998,nm0719756,"nm0719756,nm0031135"
tt0047094,nm0000180,"nm0109118,nm0000180,nm0818050,nm0115097"
tt0047123,nm0002030,nm0437717
tt0047203,nm0802862,"nm0235160,nm0088161,nm0740537,nm0556945,nm0373511,nm0242850"
tt0047278,nm0635554,"nm0323848,nm0792670"
tt0047296,nm0001415,"nm0775977,nm0425711,nm0802563"
tt0047437,nm0000697,"nm0000697,nm0853138,nm0499626"
tt0047444,nm0408348,"nm0389921,nm0408348,nm0906725,nm0948982"
tt0047478,nm0000041,"nm0000041,nm0368074,nm0644823"
tt0047494,nm0767701,"nm0182362,nm0760488"
tt0047507,nm0928644,nm0928611
tt0047522,nm0002030,"nm0366454,nm0662213,nm0132180,nm0308604,nm0920074"
tt0047528,nm0000019,"nm0000019,nm0684083,nm0280919"
tt0047573,nm0235066,"nm0792090,nm0400914,nm0946753"
tt0047638,nm0003226,"nm0406808,nm0621534"
tt0047647,nm0000736,"nm0452134,nm0916139,nm0153698"
tt0047682,nm0621540,"nm0442704,nm0594666"
tt0047834,"nm0060742,nm0354691","nm0000567,nm0937852,nm0532063,nm8227431,nm0354691,nm0060742,nm0372677,nm1157821"
tt0047849,nm0836328,"nm0442228,nm0570190,nm0107734"
tt0047878,nm0507390,nm0948634
tt0047892,nm0578483,"nm0578483,nm0494138"
tt0047898,nm0000248,"nm0000248,nm0329966"
tt0047990,nm0746950,"nm0066074,nm0154158,nm0315905"
tt0048002,nm0303120,nm0345363
tt0048021,nm0202088,"nm0494138,nm0202088,nm0923941"
tt0048028,nm0001415,"nm0825705,nm0651585"
tt0048055,nm0542649,nm0153698
tt0048140,nm0000581,"nm0842485,nm0123242,nm0750357,nm0000581,nm0372942"
tt0048275,nm0299586,"nm0299586,nm0638952,nm0765264"
tt0048308,nm0649097,"nm0491240,nm0649097,nm0905539,nm0622148,nm0001811,nm0237836,nm0311903"
tt0048317,nm0896533,"nm0297190,nm0501973"
tt0048337,nm0467396,"nm0341178,nm0550798"
tt0048342,nm0542649,"nm0948634,nm5042917,nm0283638"
tt0048347,nm0695937,"nm0628305,nm0578439,nm0019346,nm0372942"
tt0048380,"nm0000406,nm0503777,nm0517597","nm0637793,nm0517597,nm0373764"
tt0048424,nm0001452,"nm0344181,nm0012938,nm0001452"
tt0048445,nm0003593,"nm0358564,nm0397022,nm0525067,nm6394467,nm0726704"
tt0048473,nm0006249,"nm0051808,nm0006249"
tt0048488,nm0439597,"nm0928108,nm0537784"
tt0048491,nm0517597,"nm0850168,nm0408718"
tt0048499,nm0889513,nm0889513
tt0048545,nm0712947,"nm0827856,nm0795730,nm0712947"
tt0048579,nm0408348,"nm0389921,nm0408348,nm0906725,nm0948982"
tt0048605,nm0000697,"nm0000697,nm0043480"
tt0048613,nm0004292,"nm0007815,nm0766150"
tt0048641,nm0000005,nm0000005
tt0048673,nm0000180,"nm0491306,nm0060914,nm0000180,nm0829330"
tt0048682,nm0000339,nm0827666
tt0048729,nm0382529,"nm0234758,nm0001559"
tt0048752,nm0481838,"nm0513028,nm0627285"
tt0048801,nm0002031,"nm0404062,nm0532030"
tt0048820,nm0003226,"nm0157860,nm0442736,nm0406808,nm0621534"
tt0048933,nm0003226,"nm0621534,nm0793061"
tt0048947,nm0514822,"nm0491306,nm0561067,nm0093397"
tt0048956,nm0006249,"nm0051808,nm0006249,nm5581192"
tt0048981,nm0557840,"nm0408488,nm0769249"
tt0049010,nm0712947,"nm0401738,nm0537363,nm0745579,nm0000051,nm0483149,nm0644048,nm0712947"
tt0049012,nm0406728,"nm0847633,nm0905271"
tt0049042,nm0305557,"nm0554693,nm0814956,nm0280919,nm0305557"
tt0049103,nm0792822,nm0743232
tt0049147,nm0826264,"nm0355040,nm0367960,nm0826264"
tt0049201,nm0745866,"nm0319663,nm0745866"
tt0049207,nm0314584,"nm0316251,nm0314584,nm0898812"
tt0049223,nm0928208,"nm0401738,nm0088726,nm1051864"
tt0049259,nm0167496,"nm0957652,nm0042179,nm0098204"
tt0049261,nm0828419,"nm0272209,nm0347451,nm0595573"
tt0049287,nm0000339,"nm0341458,nm0360221"
tt0049291,nm0733476,"nm0948634,nm0775977"
tt0049293,nm0477702,"nm0958454,nm0477702"
tt0049397,nm0752922,"nm0489642,nm0689926"
tt0049408,nm0485943,"nm0499626,nm0358564,nm0484933"
tt0049470,nm0000033,"nm0371088,nm0071657,nm0943922,nm0534191"
tt0049474,nm0425913,"nm0425913,nm0934150"
tt0049509,nm0005789,nm0372942
tt0049516,nm0900972,nm0351444
tt0049531,nm0167241,\N
tt0049552,nm0869664,"nm0798103,nm0328959"
tt0049601,nm0177034,nm0785245
tt0049615,nm0590377,"nm0750870,nm0525563"
tt0049665,nm0318150,"nm0108595,nm0318150,nm0365417"
tt0049674,nm0000059,"nm0000636,nm0000059,nm0308243,nm1410377"
tt0049710,nm0408348,"nm0389921,nm0408348,nm0906725,nm0948982"
tt0049777,nm0703689,"nm0123242,nm0442151,nm0853975"
tt0049783,nm0161055,"nm0464440,nm0492239"
tt0049794,nm0443609,nm0481296
tt0049829,nm0591486,nm0027355
tt0049833,nm0001124,"nm0933335,nm0408933,nm0816161,nm0533418,nm0489679,nm0307471,nm0290931"
tt0049843,nm0802862,"nm0774441,nm0663624"
tt0049866,nm0557840,"nm0544457,nm0031196,nm0176420,nm0857420,nm0557840"
tt0049871,nm0497442,"nm0796009,nm0513744,nm0556922"
tt0049902,nm0000975,"nm0222519,nm0000975"
tt0050091,nm0757940,nm0757940
tt0050105,nm0564970,"nm0202681,nm0564970,nm0186118,nm0829330"
tt0050147,nm0000339,nm0341458
tt0050201,nm0834744,nm0437189
tt0050210,nm0432846,nm0119409
tt0050281,nm0330026,nm0330026
tt0050322,nm0788391,nm0534848
tt0050347,nm0728688,nm0015899
tt0050356,nm0694090,"nm0562606,nm0713454"
tt0050371,nm0001415,nm0775977
tt0050381,nm0290371,"nm0722559,nm0290371,nm0208086,nm0292368,nm0408488,nm0769249"
tt0050414,nm0590377,"nm0077121,nm0590387"
tt0050458,nm0000774,"nm0000774,nm0059026,nm0208086"
tt0050490,nm0001379,"nm0536941,nm0001379,nm0789650"
tt0050539,nm0000791,"nm0558577,nm0671766"
tt0050545,nm0128715,"nm0348673,nm0551869,nm0265640"
tt0050546,nm0388913,"nm0401738,nm0178008"
tt0050599,nm0002045,"nm0258493,nm0205065,nm0906850"
tt0050610,nm0627087,"nm0325825,nm0088726"
tt0050622,nm0900972,"nm0351444,nm0733501,nm0658158"
tt0050665,nm0746950,"nm0315547,nm0066074"
tt0050681,nm0678928,"nm0132790,nm0324578,nm0730850,nm0924000"
tt0050706,nm0004244,"nm0481401,nm0478327,nm0004244"
tt0050783,nm0000019,"nm0000019,nm0280919,nm0684083,nm0001596"
tt0050803,nm0001928,"nm0166545,nm0123443,nm0495295"
tt0050858,nm0006452,"nm0030018,nm0030019,nm0286163,nm0271641"
tt0050976,nm0000005,nm0000005
tt0050986,nm0000005,nm0000005
tt0051003,nm0000697,"nm0511421,nm0000697,nm0562606,nm0496468"
tt0051020,nm0348175,"nm0753132,nm0712970"
tt0051036,nm0533241,"nm0644048,nm0499626,nm0533241"
tt0051047,nm0091430,"nm0447944,nm0001465"
tt0051077,nm0425913,"nm0425913,nm0858099,nm0165918"
tt0051082,nm0314046,"nm0314046,nm0794804"
tt0051087,nm0542649,"nm0629580,nm0805340,nm0437352"
tt0051337,nm0432846,"nm0463894,nm0366063"
tt0051383,nm0196536,"nm0173679,nm0337582,nm0219532,nm0492823,nm0498126"
tt0051398,nm0001379,"nm0337084,nm0820713,nm0049587,nm0335455,nm0370883"
tt0051404,nm0001031,nm0001031
tt0051411,nm0943758,"nm0916139,nm0058905,nm0928623,nm0922143,nm0943753,nm0357824"
tt0051484,nm0522123,"nm0773663,nm0325135"
tt0051507,nm0128715,nm0003198
tt0051525,nm0006452,"nm0949917,nm0808414"
tt0051720,nm0654868,"nm1516268,nm0654868,nm0633792"
tt0051739,nm0623768,"nm0000027,nm0142629"
tt0051776,nm0733476,"nm0501973,nm0121254"
tt0051790,nm0001178,nm0001178
tt0051792,nm0006249,"nm0051855,nm0006249,nm0159347"
tt0051845,nm0000406,"nm0637793,nm0640312"
tt0051866,nm0796923,"nm0798103,nm0250930,nm1057748"
tt0051899,nm0542649,"nm0741627,nm0114904"
tt0051927,nm0419485,nm0419485
tt0051959,nm0503615,"nm0799403,nm0534693"
tt0051980,nm0455839,"nm0265792,nm0455839"
tt0051993,nm0468609,"nm0180020,nm0890130"
tt0052005,nm0503777,"nm0536941,nm0505615,nm0405188"
tt0052017,nm0000005,"nm0000005,nm0410694"
tt0052046,nm0006249,"nm0060613,nm0006249"
tt0052077,nm0000248,nm0000248
tt0052104,nm0076618,"nm0064579,nm0372942,nm0076618"
tt0052131,nm0004573,"nm0276102,nm0831290"
tt0052151,nm0936404,"nm0310775,nm0063459"
tt0052156,nm0000339,"nm0325825,nm0088726"
tt0052188,nm0000339,"nm0384613,nm0831580"
tt0052216,nm0598102,"nm0408488,nm0769249,nm0147599,nm0598102,nm0130902"
tt0052218,nm0591486,"nm0665875,nm0790654,nm0428296"
tt0052279,nm0000339,nm0132790
tt0052286,nm0348673,"nm0348673,nm0805748"
tt0052289,nm0184648,nm0241949
tt0052311,nm0000080,"nm0000080,nm0557767,nm0168759,nm0597574"
tt0052357,nm0000033,"nm0178785,nm0853138,nm0092267,nm0092268,nm0027173"
tt0052378,nm0330026,"nm0330026,nm0946753"
tt0052394,nm0937600,nm0751951
tt0052561,nm0695937,"nm0562606,nm0871261"
tt0052572,nm0006249,"nm0051808,nm0006249"
tt0052600,nm0161055,"nm0161055,nm0947899"
tt0052609,nm0375494,nm0341458
tt0052611,nm0522123,"nm0522123,nm0008486,nm0416393,nm1051864"
tt0052646,nm0338018,"nm0107570,nm0338018,nm0138223"
tt0052654,nm0926919,"nm1537957,nm0543773,nm0666710,nm0926919"
tt0052698,nm0767110,"nm0320510,nm0767110,nm0418625"
tt0052700,nm0281507,"nm0614645,nm0505670"
tt0052708,nm0001031,"nm0001031,nm0337541"
tt0052724,nm0211964,"nm2806393,nm0948634"
tt0052735,"nm0357891,nm0533241","nm0226538,nm0452134,nm0789737"
tt0052782,"nm0290371,nm0000878","nm0290371,nm0814668,nm0012634,nm0208086"
tt0052805,nm0206560,"nm0189875,nm0895446,nm0649560"
tt0052809,nm0789520,"nm0741439,nm0789520,nm0809731,nm0629702"
tt0052832,nm0001486,"nm0931783,nm0731409"
tt0052846,nm0446129,"nm0446129,nm0799972"
tt0052876,"nm0202681,nm0001500,nm0792605","nm0562606,nm0919925,nm0424986"
tt0052888,"nm0164967,nm0100372","nm0781552,nm0387428,nm0164967,nm0385621"
tt0052918,nm0802862,"nm0341178,nm0778818,nm0403595"
tt0052954,nm0244870,nm0023551
tt0052961,nm0690597,"nm0758357,nm0690597,nm0147599"
tt0052969,nm0446129,nm0799972
tt0052993,nm0836328,"nm0190185,nm0688117,nm0874308"
tt0052997,nm0213136,"nm0092675,nm0285302"
tt0053003,nm0002190,"nm0344645,nm0876562,nm0941213"
